T, emu/g
0, 0
0.19999999999999973, 47.11538461538464
0.40740740740740744, 91.8269230769231
0.5999999999999996, 121.15384615384619
0.8074074074074074, 127.40384615384616
1.0148148148148146, 130.28846153846158
1.2074074074074068, 132.6923076923077
1.4, 134.61538461538464
1.6074074074074067, 136.05769230769232
1.7999999999999998, 137.5
2.0074074074074075, 138.9423076923077
2.1999999999999997, 139.90384615384616
2.6148148148148143, 142.30769230769232
2.407407407407408, 141.34615384615384
2.8074074074074074, 143.75000000000003
3.0148148148148146, 144.71153846153848
3.2074074074074077, 145.67307692307693
3.4, 146.15384615384616
3.607407407407407, 147.1153846153846
3.8148148148148144, 148.0769230769231
4.007407407407406, 149.03846153846155
4.199999999999999, 149.51923076923077
4.4074074074074066, 150.48076923076923
4.614814814814814, 151.4423076923077
4.807407407407407, 151.92307692307693
5, 152.88461538461542
5.207407407407407, 153.36538461538464
5.4148148148148145, 154.32692307692307
5.607407407407406, 154.80769230769232
